id;name;censo;ua;address;phone;city;city_id;regional;created_at;updated_at;email;number;complement;neighborhood;zip_code;designation;latitude;longitude
61;CE MACHADO DE ASSIS;33055734;;RUA DESEMBARGADOR LIMA CASTRO;;NITEROI;3637;BAIXADAS LITORANEAS;2016-05-12 00:20:16;2016-05-12 04:36:19;cemachadodeassis@educacao.rj.gov.br;97;;FONSECA;24120350;CE;-22.8861638;-43.0864014
63;CE PAULO ASSIS RIBEIRO;33055750;;ESTRADA CAETANO MONTEIRO;;NITEROI;3637;BAIXADAS LITORANEAS;2016-05-12 00:20:16;2016-05-12 04:36:19;cepauloassisribeiro@educacao.rj.gov.br;814;;PENDOTIBA;24320570;CE;-22.8952902;-43.0385015
80;IE PROFESSOR ISMAEL COUTINHO;33057117;;TRAV MANOEL CONTINENTINO;;NITEROI;3637;BAIXADAS LITORANEAS;2016-05-12 00:20:16;2016-05-12 04:36:19;ieprofismaelcoutinho@educacao.rj.gov.br;32;;SAO DOMINGOS;24210150;IE;-22.8993154;-43.1269565
104;CE MAURICIO DE ABREU;33017786;;PRACA DOUTOR MIGUEL COUTO FILHO;;SAPUCAIA;1510;CENTRO SUL;2016-05-12 00:20:17;2016-05-12 20:19:10;mabreu@educacao.rj.gov.br;298;;CENTRO;25880000;CE;-22.0471218;-42.8247877
121;CE ISA FERNANDES;33034486;;AVENIDA ARY PARREIRAS;;BARRA DO PIRAI;3596;CENTRO SUL;2016-05-12 00:20:17;2016-05-12 04:36:20;ceisafernandes@educacao.rj.gov.br;6455;;SANTANA DE BARRA;27143270;CE;-22.5443956;-43.8167163
133;CE CORONEL BENJAMIN GUIMARAES;33035644;;PRACA PADRE GOMES LEAL;;VALENCA;684;CENTRO SUL;2016-05-12 00:20:17;2016-05-12 20:19:11;cecelbenjaminguimaraes@educacao.rj.gov.br;303;;CENTRO;27600000;CE;-22.2496709;-43.8290988
135;CE DOUTOR OSWALDO TERRA;33035679;;RUA WALDEMAR FERREIRA CRISTIANO;;VALENCA;684;CENTRO SUL;2016-05-12 00:20:18;2016-05-12 20:19:12;ceoswaldoterra@educacao.rj.gov.br;497;;VILA FERROVIARIA;27600000;CE;-22.2496709;-43.8290988
27;CE VITAL BRASIL;33028214;;RUA ANTONIO ARAUJO MENDONCA;;SAO PEDRO DA ALDEIA;3667;BAIXADAS LITORANEAS;2016-05-12 00:20:15;2016-05-12 20:19:09;cevitalbrasil@educacao.rj.gov.br;704;;PONTA DO AMBROSIO;28940000;CE;-22.8602786;-42.0463225
152;CIEP 500 ANTONIO BOTELHO;33038872;;RODOVIA PARACAMBI X VASSOURAS;;PARACAMBI;3640;CENTRO SUL;2016-05-12 00:20:18;2016-05-12 20:19:13;ciep500@educacao.rj.gov.br;SNº;;BNH;26600000;CIEP;-22.5864094;-43.691329
115;CE URBANO CARLOS DE ALMEIDA;33018430;;RUA MARIA DE ALMEIDA PECANHA;;TRES RIOS;3677;CENTRO SUL;2016-05-12 00:20:17;2016-05-12 04:36:21;ceurbanocalmeida@educacao.rj.gov.br;08;;MONTE CASTELO;25810260;CE;-22.0914387;-43.2147134
141;CE DOUTOR GUILHERME MILWARD;33036519;;RUA DOUTOR FERNANDO FERRAZ;;VALENCA;684;CENTRO SUL;2016-05-12 00:20:18;2016-05-13 01:31:26;cedoutorguilhermemilward@educacao.rj.gov.br;SNº;;CENTRO;27657000;CE;-22.2459149;-43.7068952
148;CE DOUTOR ANTONIO FERNANDES;33038473;;RUA BONIFACIO PORTELA;;MIGUEL PEREIRA;3633;CENTRO SUL;2016-05-12 00:20:18;2016-05-12 04:36:20;cedoutorantoniofernandes@educacao.rj.gov.br;22;;CENTRO;26900000;CE;-22.4536943;-43.4729633
200;CE NOSSA SENHORA DO AMPARO;33030359;;RUA ARY KERNER THOMAZ DA COSTA;;BARRA MANSA;3597;MEDIO PARAÍBA;2016-05-12 00:20:19;2016-05-12 20:19:14;censdoamparo@educacao.rj.gov.br;89;? DISTRITO;NOSSA SENHORA DO AMPARO;27322210;CE;-22.5710646;-44.1696536
162;CIEP 498 IRMA DULCE;33044880;;RUA PASTOR ANTONIO ANTUNES DA ROCHA;;ITAGUAI;3619;CENTRO SUL;2016-05-12 00:20:18;2016-05-12 20:19:12;ciep498@educacao.rj.gov.br;1;;CHAPERO;23812285;CIEP;-22.8490659;-43.7597423
131;CE THEODORICO FONSECA;33035466;;PRACA VISCONDE DO RIO PRETO;;VALENCA;684;CENTRO SUL;2016-05-12 00:20:17;2016-05-12 04:36:21;cetheodoricofonseca@educacao.rj.gov.br;401;;CENTRO;27600000;CE;-22.2439325;-43.7037544
169;CE SANDRA ROLDAN BARBOZA;33045089;;RUA CORONEL COSTA PEREIRA;;ITAGUAI;3619;CENTRO SUL;2016-05-12 00:20:19;2016-05-12 20:19:13;cesandraroldanbarboza@educacao.rj.gov.br;27;;CENTRO;23815040;CE;-22.8709554;-43.778885
204;CIEP 291 DOM MARTINHO SCHLUDE;33030987;;RUA BENEDITO HONORATO;;PINHEIRAL;3645;MEDIO PARAÍBA;2016-05-12 00:20:19;2016-05-12 20:19:16;ciep291@educacao.rj.gov.br;147;QUADRA 16;CENTRO;27197000;CIEP;-22.5383309;-44.0103922
183;IE THIAGO COSTA;33097224;;RUA ABREU CESAR;;VASSOURAS;3680;CENTRO SUL;2016-05-12 00:20:19;2016-05-12 04:36:21;iethiagocosta@educacao.rj.gov.br;76;;CENTRO;27700000;IE;-22.4092032;-43.6604898
206;CE AMERICO PIMENTA;33031185;;RUA PREFEITO OSCAR TEIXEIRA DE MENDONCA (ANTIGA RUA JOSE DE FREITAS);;QUATIS;3649;MEDIO PARAÍBA;2016-05-12 00:20:19;2016-05-12 20:19:17;ceamericopimenta@educacao.rj.gov.br;21;;CENTRO;27410400;CE;-22.4096131;-44.2585617
238;CE PRESIDENTE ROOSEVELT;33033129;;RUA LINDOLFO COLLOR;;VOLTA REDONDA;3681;MEDIO PARAÍBA;2016-05-12 00:20:20;2016-05-12 20:19:17;cepresidenteroosevelt@educacao.rj.gov.br;285;;CONFORTO;27263430;CE;-22.5228887;-44.1209804
214;CE PROFESSOR JOSE MEDEIROS DE CAMARGO;33031738;;AVENIDA CORONEL ABILIO GODOY;;RESENDE;2087;MEDIO PARAÍBA;2016-05-12 00:20:20;2016-05-12 04:36:21;ceprofjosemedeirosdecamargo@educacao.rj.gov.br;116;;PARAISO;27535130;CE;-22.455714;-44.4362136
233;CE MARANHAO;33033064;;RUA JOAO HAASIS;;VOLTA REDONDA;3681;MEDIO PARAÍBA;2016-05-12 00:20:20;2016-05-12 04:36:22;cemaranhao@educacao.rj.gov.br;50;;EUCALIPTAL;27263110;CE;-22.5243101;-44.1198049
160;CE ANTONIO DE JESUS GOMES;33039585;;RUA BENEDITO ULTRA;;VASSOURAS;3680;CENTRO SUL;2016-05-12 00:20:18;2016-05-12 20:19:15;ceantoniodejesusgomes@educacao.rj.gov.br;36;;ITAKAMOSI;27700000;CE;-22.4169835;-43.7452955
873;CE ANA NERI;33061246;;RUA AUGUSTO CARDOSO;;MESQUITA;2045;METROPOLITANA VII;2016-05-12 00:20:35;2016-05-13 01:31:27;ceananeri@educacao.rj.gov.br;193;;SANTA TEREZINHA;26251000;CE;-22.7819449;-43.4293183
196;CE SAO PEDRO;33029717;;RUA BENEDITO ANTONIO DIAS;;BARRA MANSA;3597;MEDIO PARAÍBA;2016-05-12 00:20:19;2016-05-12 20:19:15;cesaopedro@educacao.rj.gov.br;109;;SAO PEDRO;27340380;CE;-22.5788684;-44.1743995
268;CIEP 403 MARIA DE LURDES GIOVANETTI;33103097;;RUA O;;VOLTA REDONDA;3681;MEDIO PARAÍBA;2016-05-12 00:20:21;2016-05-12 20:19:19;ciep403@educacao.rj.gov.br;177;;ACUDE II;27273380;CIEP;-22.5144834;-44.1434292
295;CIEP 166 ABILIO AUGUSTO TAVORA;33058334;;RUA JULIA MARTINS;;NOVA IGUACU;1044;METROPOLITANA I;2016-05-12 00:20:22;2016-05-12 20:19:20;ciep166@educacao.rj.gov.br;SNº;;PALHADA;26290078;CIEP;-22.7652787;-43.5212024
277;CE ARMANDO DIAS;33052433;;RUA EDNA PALATINIK;;JAPERI;3624;METROPOLITANA I;2016-05-12 00:20:21;2016-05-12 04:36:22;cearmandodias@educacao.rj.gov.br;SNº;;NOVA BELEM;26435000;CE;-22.6567903;-43.6591287
253;CE ROBERTO MONTENEGRO;33037337;;AVENIDA A;;ANGRA DOS REIS;3590;MEDIO PARAÍBA;2016-05-12 00:20:21;2016-05-12 20:19:19;cerobertomontenegro@educacao.rj.gov.br;SNº;VILA RESIDENCIAL DA PRAIA BRAVA;PRAIA BRAVA;23950010;CE;-23.0059256;-44.4802597
284;CIEP 200 RECANTO DOS COLIBRIS;33058202;;RUA CORONEL FAWCETT;;NOVA IGUACU;1044;METROPOLITANA I;2016-05-12 00:20:22;2016-05-12 20:19:20;ciep200@educacao.rj.gov.br;81;;JARDIM BOA ESPERANCA;26070030;CIEP;-22.7183829;-43.4331062
285;CIEP 216 PREFEITO JUAREZ ANTUNES;33058210;;RUA EULALIA DINIZ;;NOVA IGUACU;1044;METROPOLITANA I;2016-05-12 00:20:22;2016-05-12 20:19:21;ciep216@educacao.rj.gov.br;SNº;;CORUMBA;26051580;CIEP;-22.6923587;-43.4502399
292;CIEP 390 CHAO DE ESTRELAS;33058300;;RUA SETE DE SETEMBRO;;NOVA IGUACU;1044;METROPOLITANA I;2016-05-12 00:20:22;2016-05-12 20:19:22;ciep390@educacao.rj.gov.br;SNº;;CARMARI;26041060;CIEP;-22.7182816;-43.4542426
380;CE DOM ADRIANO HIPOLITO;33142270;;RUA COMENDADOR SOARES;;NOVA IGUACU;1044;METROPOLITANA I;2016-05-12 00:20:24;2016-05-12 04:36:23;ceadrianohipolito@educacao.rj.gov.br;67;;CENTRO;26255350;CE;-22.7601894;-43.4558971
312;CE JARDIM ALVORADA;33058679;;RUA DIVA MELO;;NOVA IGUACU;1044;METROPOLITANA I;2016-05-12 00:20:22;2016-05-12 04:36:23;cejardimalvorada@educacao.rj.gov.br;160;;JARDIM ALVORADA;26261070;CE;-22.7583994;-43.4853717
313;CE JOSE BONIFACIO;33058687;;RUA JORGE BUSTAMANTE;;NOVA IGUACU;1044;METROPOLITANA I;2016-05-12 00:20:22;2016-05-12 04:36:23;ce.josebonifacio@educacao.rj.gov.br;SNº;LAGOINHA;BOM JESUS;26298129;CE;-22.8199401;-43.6190156
315;CE ABDIAS NASCIMENTO;33058709;;RUA ALEXANDRE FLEMING;;NOVA IGUACU;1044;METROPOLITANA I;2016-05-12 00:20:22;2016-05-12 20:19:23;cepresidentecostaesilva@educacao.rj.gov.br;SNº;;VILA NOVA;26225490;CE;-22.764188;-43.4279149
364;CIEP 341 SEBASTIAO PEREIRA PORTES;33096740;;RUA OLIVIA MARIA MACHADO;;QUEIMADOS;3650;METROPOLITANA I;2016-05-12 00:20:23;2016-05-12 20:19:24;ciep341@educacao.rj.gov.br;SNº;;SANTA CATARINA;26323400;CIEP;-22.7277938;-43.5582915
369;CIEP 344 ADONIRAN BARBOSA;33097607;;PRACA LUXEMBURGO;;QUEIMADOS;3650;METROPOLITANA I;2016-05-12 00:20:23;2016-05-12 20:19:24;ciep344@educacao.rj.gov.br;SNº;;VILA CENTRAL;26373320;CIEP;-22.721178;-43.5883216
1115;CE PROFESSORA MARIA INOCENCIA FERREIRA;33052069;;RUA DA CONCEICAO;;ITABORAI;3618;SERRANA I  ;2016-05-12 00:20:41;2016-05-13 01:31:28;cepmiferreira@educacao.rj.gov.br;118;;PORTO DAS CAIXAS;24870000;CE;-22.7570025;-42.8643167
362;CE RAYMUNDO CORREA;33061920;;RUA ITAJAI;;QUEIMADOS;3650;METROPOLITANA I;2016-05-12 00:20:23;2016-05-12 20:19:25;ceraymundocorrea@educacao.rj.gov.br;SNº;;V GUIMARAES;26393120;CE;-22.7509267;-43.6231337
450;CIEP 422 NICANOR FERREIRA NUNES;33103941;;RUA SALVATORI;;SAO GONCALO;638;METROPOLITANA II ;2016-05-12 00:20:25;2016-05-12 04:36:23;ciep422@educacao.rj.gov.br;SNº;;AGUA MINERAL;24740000;CIEP;-22.8347027;-43.034618
408;CE AMANDA VELASCO;33090270;;ESTRADA DE IPIIBA;;SAO GONCALO;638;METROPOLITANA II ;2016-05-12 00:20:24;2016-05-12 04:36:23;ceamandavelasco@educacao.rj.gov.br;151;;VILA IPIIBA;24735410;CE;-22.8699296;-42.9608174
410;CE DESEMBARGADOR FERREIRA PINTO;33090327;;RUA NESTOR PINTO ALVES;;SAO GONCALO;638;METROPOLITANA II ;2016-05-12 00:20:24;2016-05-12 04:36:24;cedesembargadorferreirapinto@educacao.rj.gov.br;SNº;;VILA TRES;24711070;CE;-22.819412;-42.9971407
411;CE DOUTOR HUMBERTO SOEIRO DE CARVALHO;33090343;;RUA MARIA DO NASCIMENTO;;SAO GONCALO;638;METROPOLITANA II ;2016-05-12 00:20:24;2016-05-12 04:36:24;eedrhumbertosoeirodecarvalho@educacao.rj.gov.br;SNº;QUADRA 6;JOQUEY CLUB;24635000;CE;-22.8422606;-42.9987047
446;CIEP 408 SERGIO CARDOSO;33103887;;RUA JULIO VERNE;;SAO GONCALO;638;METROPOLITANA II ;2016-05-12 00:20:25;2016-05-12 20:19:25;ciep408@educacao.rj.gov.br;SNº;;TRINDADE;24457150;CIEP;-22.8082822;-43.0082731
414;EE FREDERICO OZANAM;33090394;;ESTRADA DE IPIIBA;;SAO GONCALO;638;METROPOLITANA II ;2016-05-12 00:20:24;2016-05-12 04:36:24;eefredericoozanan@educacao.rj.gov.br;5090;;RIO DO OURO;24735415;EE;-22.8699296;-42.9608174
430;EE PROFESSORA ABIGAIL CARDOSO;33090890;;RUA DOS MARFINS;;SAO GONCALO;638;METROPOLITANA II ;2016-05-12 00:20:25;2016-05-12 04:36:24;eeprofabigailcardoso@educacao.rj.gov.br;SNº;;JARDIM CATARINA NOVO;24715620;EE;-22.7945914;-42.9956956
423;CE TRASILBO FILGUEIRAS;33090726;;RUA SAINT DINIZ;;SAO GONCALO;638;METROPOLITANA II ;2016-05-12 00:20:25;2016-05-12 04:36:24;cetrasilbofilgueiras@educacao.rj.gov.br;SNº;;JARDIM CATARINA;24715150;CE;-22.8028274;-43.0035588
511;CE ANITA GARIBALDI;33085463;;ESTRADA MARACAJAS;;RIO DE JANEIRO;3657;METROPOLITANA III;2016-05-12 00:20:26;2016-05-12 04:36:24;ceag@educacao.rj.gov.br;1294;ILHA DO GOVERNADOR;GALEAO;21941530;CE;-22.8220654;-43.2317051
531;CE OLGA BENARIO PRESTES;33126160;;RUA TANGARA (ESQUINA COM RUA JOANA FONTOURA);;RIO DE JANEIRO;3657;METROPOLITANA III;2016-05-12 00:20:27;2016-05-12 20:19:27;ceolgabenarioprestes@educacao.rj.gov.br;SNº;LOTE 01;BONSUCESSO;21050525;CE;-22.8631342;-43.258132
520;CE GENERAL OSORIO;33088160;;AVENIDA BRASIL;;RIO DE JANEIRO;3657;METROPOLITANA III;2016-05-12 00:20:26;2016-05-12 20:19:26;eeesgeneralosorio@educacao.rj.gov.br;19462;;COELHO NETO;21530000;CE;-22.8263593;-43.354809
463;CE JOSE MARTI;33069948;;AVENIDA PROFESSOR PLINIO BASTOS;;RIO DE JANEIRO;3657;METROPOLITANA III;2016-05-12 00:20:25;2016-05-12 04:36:24;cejosemarti@educacao.rj.gov.br;631;;OLARIA;21021350;CE;-22.8386098;-43.2653334
528;CE OLAVO JOSINO DE SALLES;33124922;;RUA GUARAPUAVA;;RIO DE JANEIRO;3657;METROPOLITANA III;2016-05-12 00:20:27;2016-05-12 20:19:27;ceolavojosinodesalles@educacao.rj.gov.br;SNº;;INHAUMA;20765380;CE;-22.8693799;-43.2877447
483;CE LAURO SODRE;33072205;;RUA DARKE DE MATOS;;RIO DE JANEIRO;3657;METROPOLITANA III;2016-05-12 00:20:26;2016-05-12 04:36:24;celaurosodre@educacao.rj.gov.br;166;;HIGIENOPOLIS;21051470;CE;-22.8732876;-43.2636116
471;CE TERESA CRISTINA;33070326;;RUA TAILANDIA;;RIO DE JANEIRO;3657;METROPOLITANA III;2016-05-12 00:20:25;2016-05-12 20:19:28;ceteresacristina@educacao.rj.gov.br;160;;BRAS DE PINA;21011350;CE;-22.8267621;-43.2871903
465;CE REPUBLICA DE GUINE BISSAU;33069964;;RUA POCO CENTRAL;;RIO DE JANEIRO;3657;METROPOLITANA III;2016-05-12 00:20:25;2016-05-12 04:36:25;cerepublicaguinebissau@educacao.rj.gov.br;SNº;;CORDOVIL;21010260;CE;-22.8167932;-43.2919971
581;CE DOUTOR ALBERT SABIN;33082146;;RUA TENENTE RONALDO SANTORO;;RIO DE JANEIRO;3657;METROPOLITANA IV;2016-05-12 00:20:28;2016-05-12 20:19:29;cedralbertsabin@educacao.rj.gov.br;SNº;;CAMPO GRANDE;23080270;CE;-22.9029996;-43.5657291
486;CE VIRGILIO DE MELO FRANCO;33072370;;RUA ENGENHEIRO CLOVIS DAUDT;;RIO DE JANEIRO;3657;METROPOLITANA III;2016-05-12 00:20:26;2016-05-12 04:36:25;cevirgiliodemellofranco@educacao.rj.gov.br;310;;AGUA SANTA;20740440;CE;-22.902594;-43.3106921
552;CE AGOSTINHO NETO;33079331;;AVENIDA CANAL;;RIO DE JANEIRO;3657;METROPOLITANA IV;2016-05-12 00:20:27;2016-05-12 04:36:25;ceagostinhoneto@educacao.rj.gov.br;SNº;;REALENGO;21755410;CE;-22.8678447;-43.2402947
806;CE PROFESSOR TEOFILO MOREIRA DA COSTA;33125805;;RUA ESPERANCA;;RIO DE JANEIRO;3657;METROPOLITANA VI;2016-05-12 00:20:33;2016-05-12 20:19:30;ceprofteofilomoreiracosta@educacao.rj.gov.br;387;;VARGEM GRANDE;22785590;CE;-22.9841131;-43.4933566
565;CE JACQUES RAIMUNDO;33079757;;RUA RERITUBA;;RIO DE JANEIRO;3657;METROPOLITANA IV;2016-05-12 00:20:28;2016-05-12 04:36:25;cejacquesraimundo@educacao.rj.gov.br;SNº;;REALENGO;21710170;CE;-22.8798082;-43.4275672
568;CE MILTON CAMPOS;33079811;;RUA DOS BANGUENSES;;RIO DE JANEIRO;3657;METROPOLITANA IV;2016-05-12 00:20:28;2016-05-12 04:36:26;cemiltoncampos@educacao.rj.gov.br;SNº;;BANGU;21825450;CE;-22.8878775;-43.4734849
570;CE NACOES UNIDAS;33079846;;RUA DOS LIMADORES;;RIO DE JANEIRO;3657;METROPOLITANA IV;2016-05-12 00:20:28;2016-05-12 04:36:26;cenacoesunidas@educacao.rj.gov.br;SNº;;BANGU;21830000;CE;-22.8850254;-43.4761216
606;CE JORNALISTA RODOLFO FERNANDES;33088152;;RUA LEONARDO ANNIBAL TONINI;;RIO DE JANEIRO;3657;METROPOLITANA IV;2016-05-12 00:20:29;2016-05-12 20:19:29;celeaovelloso@educacao.rj.gov.br;SNº;;PAVUNA;21520-130;CE;-22.8168103;-43.3663254
638;CE MARECHAL RONDON;33127514;;RUA CLAUDINO BARATA;;RIO DE JANEIRO;3657;METROPOLITANA IV;2016-05-12 00:20:29;2016-05-12 04:36:26;cemarechalrondon@educacao.rj.gov.br;1267;;REALENGO;20770200;CE;-22.890434;-43.44183
605;CE PARAIBA;33086796;;ESTRADA MARECHAL ALENCASTRO;;RIO DE JANEIRO;3657;METROPOLITANA IV;2016-05-12 00:20:29;2016-05-12 04:36:26;ceparaiba@educacao.rj.gov.br;4035;;ANCHIETA;21625001;CE;-22.8377767;-43.3974784
578;CE PROFESSOR DINAMERICO PEREIRA POMBO;33082057;;RUA JAPE;;RIO DE JANEIRO;3657;METROPOLITANA IV;2016-05-12 00:20:28;2016-05-12 04:36:26;ceprofdinamericopereirapombo@educacao.rj.gov.br;380;;CAMPO GRANDE;23082170;CE;-22.8896934;-43.5699352
600;CE PROFESSOR JOEL DE OLIVEIRA;33086591;;AVENIDA PASTOR JOSE RAMALHO;;RIO DE JANEIRO;3657;METROPOLITANA IV;2016-05-12 00:20:29;2016-05-12 04:36:26;ceprofjoeldeoliveira@educacao.rj.gov.br;98;;DEODORO;21670200;CE;-22.8532987;-43.3810078
636;CE PROFESSORA DIUMA MADEIRA SALLES DE SOUZA;33126216;;RUA EDUARDO CESAR MACHADO;;RIO DE JANEIRO;3657;METROPOLITANA IV;2016-05-12 00:20:29;2016-05-12 04:36:26;cediumamadeira@educacao.rj.gov.br;SNº;;PARQUE ANCHIETA;21635140;CE;-22.8310257;-43.4149963
595;IE SARAH KUBITSCHEK;33083592;;AVENIDA MANOEL CALDEIRA DE ALVARENGA;;RIO DE JANEIRO;3657;METROPOLITANA IV;2016-05-12 00:20:28;2016-05-12 04:36:26;iesarahkubitschek@educacao.rj.gov.br;1203;;CAMPO GRANDE;23070200;IE;-22.8984456;-43.5823792
596;CE BARAO DO RIO BRANCO;33084238;;RUA DO MATADOURO;;RIO DE JANEIRO;3657;METROPOLITANA IV;2016-05-12 00:20:28;2016-05-12 20:19:31;cebaraodoriobranco_sc@educacao.rj.gov.br;25;;SANTA CRUZ;23550020;CE;-22.9218525;-43.690053
598;CE GRACILIANO RAMOS;33086567;;RUA INHUMAI;;RIO DE JANEIRO;3657;METROPOLITANA IV;2016-05-12 00:20:29;2016-05-12 20:19:31;cegracilianoramos@educacao.rj.gov.br;SNº;;PAVUNA;21520330;CE;-22.8088074;-43.3749837
672;CE EUCLIDES DA CUNHA;33048878;;RUA DEPUTADO SA REGO;;DUQUE DE CAXIAS;3614;METROPOLITANA V ;2016-05-12 00:20:30;2016-05-12 04:36:27;ceeuclidesdacunha@educacao.rj.gov.br;SNº;;CHACRINHA;25080260;CE;-22.7752056;-43.2919573
699;CE HELIO RANGEL;33049980;;RUA ODESSA;;DUQUE DE CAXIAS;3614;METROPOLITANA V ;2016-05-12 00:20:31;2016-05-12 04:36:27;ceheliorangel@educacao.rj.gov.br;546;;JARDIM PRIMAVERA;25265480;CE;-22.6874023;-43.257169
679;CE MIGUEL COUTO;33048975;;ESTRADA SAO VICENTE;;DUQUE DE CAXIAS;3614;METROPOLITANA V ;2016-05-12 00:20:30;2016-05-12 04:36:27;cemiguelcouto_dc@educacao.rj.gov.br;851;;VILA GUANABARA;25080030;CE;-22.7835162;-43.2878515
697;EE ASSIS CHATEAUBRIAND;33049947;;AVENIDA PRESIDENTE KENNEDY;;DUQUE DE CAXIAS;3614;METROPOLITANA V ;2016-05-12 00:20:31;2016-05-12 20:19:32;eeassischateaubriand@educacao.rj.gov.br;SNº;KM 12;CIDADE DOS MENINOS;25233000;EE;-22.7060083;-43.3053178
770;CE REPUBLICA ARGENTINA;33067805;;BOULEVARD VINTE E OITO DE SETEMBRO;;RIO DE JANEIRO;3657;METROPOLITANA VI;2016-05-12 00:20:33;2016-05-12 04:36:28;cerepublicaargentina@educacao.rj.gov.br;125;;VILA ISABEL;20551030;CE;-22.9152116;-43.2425788
667;CE RUI BARBOSA;33048517;;RUA PRIMEIRO DE MAIO;;DUQUE DE CAXIAS;3614;METROPOLITANA V ;2016-05-12 00:20:30;2016-05-12 20:19:32;ceruibarbosa_dc@educacao.rj.gov.br;SNº;;JACATIRAO;25060140;CE;-22.771316;-43.3050632
750;CE JOSE DE ALENCAR;33063907;;RUA DAS LARANJEIRAS;;RIO DE JANEIRO;3657;METROPOLITANA VI;2016-05-12 00:20:32;2016-05-13 02:36:45;cejosedealencar@educacao.rj.gov.br;397;;LARANJEIRAS;22240002;CE;-22.9343778;-43.1873275
731;CIEP 350 TULIO ROBERTO CARDOSO QUINTILIANO;33099286;;PARQUE DAS MISSOES;;DUQUE DE CAXIAS;3614;METROPOLITANA V ;2016-05-12 00:20:32;2016-05-12 04:36:26;ciep350@educacao.rj.gov.br;SNº;;PQ DAS MISSOES;25085000;CIEP;-22.8054951;-43.2823662
774;CE ADALGISA MONTEIRO;33077088;;ESTRADA DE JACAREPAGUA;;RIO DE JANEIRO;3657;METROPOLITANA VI;2016-05-12 00:20:33;2016-05-12 04:36:27;ceadalgisamonteiro@educacao.rj.gov.br;3145;;BARRA DA TIJUCA;22753210;CE;-22.9631093;-43.3349544
785;CE ALBERTO RANGEL;33077363;;PRACA JOSE ALVES DE AZEVEDO;;RIO DE JANEIRO;3657;METROPOLITANA VI;2016-05-12 00:20:33;2016-05-12 04:36:27;cealbertorangel@educacao.rj.gov.br;43;JACAREPAGUA;FREGUESIA;22755190;CE;-22.9428153;-43.3386884
795;CE AUGUSTO RUSCHI;33086427;;RUA PADRE JUVENAL;;RIO DE JANEIRO;3657;METROPOLITANA VI;2016-05-12 00:20:33;2016-05-12 04:36:27;ceaugustoruschi@educacao.rj.gov.br;74;;ILHA DE PAQUETA;20397070;CE;-22.7525394;-43.1096782
779;CE ENGENHEIRO BERNARDO SAYAO;33077134;;AVENIDA NELSON CARDOSO;;RIO DE JANEIRO;3657;METROPOLITANA VI;2016-05-12 00:20:33;2016-05-12 04:36:27;ceengenheirobernardosayao@educacao.rj.gov.br;1221;JACAREPAGUA;TAQUARA;22730001;CE;-22.9197584;-43.3676424
740;CE JULIA KUBITSCHEK;33062668;;RUA GENERAL CALDWELL;;RIO DE JANEIRO;3657;METROPOLITANA VI;2016-05-12 00:20:32;2016-05-12 04:36:27;cejkrj@educacao.rj.gov.br;182;;CENTRO;20230193;CE;-22.9081416;-43.192115
1045;CE TOBIAS TOSTES MACHADO;33014760;;RUA FREI VALERIO;;CONCEICAO DE MACABU;3611;NORTE FLUMINENSE;2016-05-12 00:20:39;2016-05-12 20:20:07;cetobiastostesmachado@educacao.rj.gov.br;53;;CENTRO;28740000;CE;-22.0879008;-41.8646367
1055;CE JORNALISTA ALVARO BASTOS;33015309;;RUA BRAULINO ALVES SIMOES;;MACAE;3626;NORTE FLUMINENSE;2016-05-12 00:20:40;2016-05-12 20:20:07;cejornalistaabastos@educacao.rj.gov.br;111;;PARQUE AEROPORTO;27950461;CE;-22.3403464;-41.7559248
780;CE MAHATMA GANDHI;33077142;;RUA JOSE PERROTA;;RIO DE JANEIRO;3657;METROPOLITANA VI;2016-05-12 00:20:33;2016-05-12 04:36:27;cemahatmagandhi@educacao.rj.gov.br;31;JACAREPAGUA;CURICICA;22710440;CE;-22.9496323;-43.3901423
781;CE PEDRO ALEIXO;33077150;;RUA EDGAR WERNECK;;RIO DE JANEIRO;3657;METROPOLITANA VI;2016-05-12 00:20:33;2016-05-12 04:36:28;cepedroaleixo@educacao.rj.gov.br;1565;JACAREPAGUA;CIDADE DE DEUS;22763011;CE;-22.945057;-43.3569639
845;CE PRESIDENTE JOAO GOULART;33047316;;RUA MANOEL CORREA;;BELFORD ROXO;3598;METROPOLITANA VII;2016-05-12 00:20:34;2016-05-12 20:19:33;cepresidentejoaogoulart@educacao.rj.gov.br;255;;ANDRADE DE ARAUJO;26135430;CE;-22.7483223;-43.4189442
818;CAIC 1003 DONA DARCY VARGAS;33046263;;RUA SARGENTO HONORIO LEITE PORTO;;BELFORD ROXO;3598;METROPOLITANA VII;2016-05-12 00:20:34;2016-05-12 04:36:28;caic1003@educacao.rj.gov.br;SNº;;SARGENTO RONCALLE;26178240;CAIC;-22.7202716;-43.3749185
821;CIEP 316 GENERAL LADARIO PEREIRA TELLES;33046530;;RUA MAUA;;BELFORD ROXO;3598;METROPOLITANA VII;2016-05-12 00:20:34;2016-05-12 04:36:28;ciep316@educacao.rj.gov.br;SNº;;SAO BERNARDO;26165110;CIEP;-22.7345225;-43.38703
